student_id,name,feedback
S040,Arhaan Barad,"📘 Feedback Report for Arhaan Barad (S040):

In *C101 - Python Basics*, you have consistently performed well (latest score 90). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 48). We recommend practicing more on topics: numpy,pandas. You improved by -8 marks (-8.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 87). Great job! You improved by +19 marks (+19.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 82). Great job! You improved by -10 marks (-10.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 48). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S041,Vivaan Vohra,"📘 Feedback Report for Vivaan Vohra (S041):

In *C101 - Python Basics*, your performance needs attention (latest score 21). We recommend practicing more on topics: syntax,loops. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 61), but there is room to improve. You improved by +18 marks (+18.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 86). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 100). Great job! You improved by +11 marks (+11.0%) over 2 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts."
S042,Biju Salvi,"📘 Feedback Report for Biju Salvi (S042):

In *C101 - Python Basics*, you have consistently performed well (latest score 94). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 59), but there is room to improve. You improved by -15 marks (-15.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 85). Great job! You improved by -15 marks (-15.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 66), but there is room to improve. You improved by +8 marks (+8.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 21). We recommend practicing more on topics: tcp,ip,routing. You improved by -3 marks (-3.0%) over 2 attempts."
S043,Jayant Malhotra,"📘 Feedback Report for Jayant Malhotra (S043):

In *C101 - Python Basics*, you are doing reasonably well (latest score 50), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 45). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 69), but there is room to improve. You improved by -12 marks (-12.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 59), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 95). Great job! You improved by +0 marks (+0.0%) over 1 attempts."
S044,Ritvik Singhal,"📘 Feedback Report for Ritvik Singhal (S044):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -5 marks (-5.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 32). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by +4 marks (+4.0%) over 2 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 80). Great job! You improved by -9 marks (-9.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 30). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S045,Anya Bassi,"📘 Feedback Report for Anya Bassi (S045):

In *C101 - Python Basics*, you are doing reasonably well (latest score 59), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 34). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 29). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 40). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts."
S046,Charvi Singh,"📘 Feedback Report for Charvi Singh (S046):

In *C101 - Python Basics*, your performance needs attention (latest score 36). We recommend practicing more on topics: syntax,loops. You improved by +4 marks (+4.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 66), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 32). We recommend practicing more on topics: regression,classification. You improved by -6 marks (-6.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 41). We recommend practicing more on topics: tcp,ip,routing. You improved by -3 marks (-3.0%) over 2 attempts."
S047,Adah Sha,"📘 Feedback Report for Adah Sha (S047):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 53), but there is room to improve. You improved by +27 marks (+27.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 100). Great job! You improved by +1 marks (+1.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 27). We recommend practicing more on topics: sql,normalization. You improved by -16 marks (-16.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -6 marks (-6.0%) over 2 attempts."
S048,Nakul De,"📘 Feedback Report for Nakul De (S048):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +12 marks (+12.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 46). We recommend practicing more on topics: regression,classification. You improved by +4 marks (+4.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +16 marks (+16.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 40). We recommend practicing more on topics: tcp,ip,routing. You improved by +9 marks (+9.0%) over 3 attempts."
S049,Navya Sarkar,"📘 Feedback Report for Navya Sarkar (S049):

In *C101 - Python Basics*, you are doing reasonably well (latest score 60), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 42). We recommend practicing more on topics: numpy,pandas. You improved by -20 marks (-20.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 41). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 76), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by -17 marks (-17.0%) over 2 attempts."
S050,Hazel Chaudhary,"📘 Feedback Report for Hazel Chaudhary (S050):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +5 marks (+5.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 33). We recommend practicing more on topics: numpy,pandas. You improved by +6 marks (+6.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 21). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +6 marks (+6.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +8 marks (+8.0%) over 2 attempts."
S051,Advik Balay,"📘 Feedback Report for Advik Balay (S051):

In *C101 - Python Basics*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 81). Great job! You improved by -9 marks (-9.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 29). We recommend practicing more on topics: regression,classification. You improved by -3 marks (-3.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts."
S052,Trisha Sen,"📘 Feedback Report for Trisha Sen (S052):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 33). We recommend practicing more on topics: numpy,pandas. You improved by +1 marks (+1.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 46). We recommend practicing more on topics: regression,classification. You improved by -13 marks (-13.0%) over 2 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 82). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 77), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts."
S053,Ritvik Jhaveri,"📘 Feedback Report for Ritvik Jhaveri (S053):

In *C101 - Python Basics*, your performance needs attention (latest score 29). We recommend practicing more on topics: syntax,loops. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 63), but there is room to improve. You improved by -7 marks (-7.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by +1 marks (+1.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by +15 marks (+15.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 50), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts."
S054,Aaina Sridhar,"📘 Feedback Report for Aaina Sridhar (S054):

In *C101 - Python Basics*, you have consistently performed well (latest score 84). Great job! You improved by +2 marks (+2.0%) over 3 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 95). Great job! You improved by -5 marks (-5.0%) over 2 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 73), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 83). Great job! You improved by -14 marks (-14.0%) over 2 attempts."
S055,Mamooty Char,"📘 Feedback Report for Mamooty Char (S055):

In *C101 - Python Basics*, your performance needs attention (latest score 20). We recommend practicing more on topics: syntax,loops. You improved by +4 marks (+4.0%) over 3 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 76), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +2 marks (+2.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by -14 marks (-14.0%) over 2 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 97). Great job! You improved by +18 marks (+18.0%) over 2 attempts."
S056,Khushi Uppal,"📘 Feedback Report for Khushi Uppal (S056):

In *C101 - Python Basics*, your performance needs attention (latest score 48). We recommend practicing more on topics: syntax,loops. You improved by -5 marks (-5.0%) over 2 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 93). Great job! You improved by +20 marks (+20.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 33). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 42). We recommend practicing more on topics: sql,normalization. You improved by -8 marks (-8.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 23). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S057,Anay Rao,"📘 Feedback Report for Anay Rao (S057):

In *C101 - Python Basics*, you are doing reasonably well (latest score 75), but there is room to improve. You improved by +6 marks (+6.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +5 marks (+5.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 59), but there is room to improve. You improved by -10 marks (-10.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 45). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 93). Great job! You improved by +9 marks (+9.0%) over 3 attempts."
S058,Vardaniya Deol,"📘 Feedback Report for Vardaniya Deol (S058):

In *C101 - Python Basics*, you have consistently performed well (latest score 94). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 58), but there is room to improve. You improved by -8 marks (-8.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 74), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 69), but there is room to improve. You improved by +8 marks (+8.0%) over 3 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 85). Great job! You improved by -1 marks (-1.0%) over 2 attempts."
S059,Vaibhav Sami,"📘 Feedback Report for Vaibhav Sami (S059):

In *C101 - Python Basics*, your performance needs attention (latest score 25). We recommend practicing more on topics: syntax,loops. You improved by +0 marks (+0.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 48). We recommend practicing more on topics: numpy,pandas. You improved by -3 marks (-3.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 40). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 86). Great job! You improved by +14 marks (+14.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by -17 marks (-17.0%) over 3 attempts."
S060,Onkar Devi,"📘 Feedback Report for Onkar Devi (S060):

In *C101 - Python Basics*, you are doing reasonably well (latest score 69), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 88). Great job! You improved by -3 marks (-3.0%) over 2 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 58), but there is room to improve. You improved by -2 marks (-2.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 42). We recommend practicing more on topics: sql,normalization. You improved by -4 marks (-4.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 47). We recommend practicing more on topics: tcp,ip,routing. You improved by -9 marks (-9.0%) over 3 attempts."
S061,Heer Mann,"📘 Feedback Report for Heer Mann (S061):

In *C101 - Python Basics*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 72), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 71), but there is room to improve. You improved by +4 marks (+4.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 43). We recommend practicing more on topics: tcp,ip,routing. You improved by -2 marks (-2.0%) over 3 attempts."
S062,Ira Chakrabarti,"📘 Feedback Report for Ira Chakrabarti (S062):

In *C101 - Python Basics*, you have consistently performed well (latest score 89). Great job! You improved by +8 marks (+8.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 23). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 41). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 32). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +4 marks (+4.0%) over 3 attempts."
S063,Lakshay Bawa,"📘 Feedback Report for Lakshay Bawa (S063):

In *C101 - Python Basics*, you are doing reasonably well (latest score 74), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 86). Great job! You improved by -14 marks (-14.0%) over 2 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 71), but there is room to improve. You improved by +8 marks (+8.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 91). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 81). Great job! You improved by +1 marks (+1.0%) over 2 attempts."
S064,Alia Sarkar,"📘 Feedback Report for Alia Sarkar (S064):

In *C101 - Python Basics*, you are doing reasonably well (latest score 75), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 32). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 43). We recommend practicing more on topics: regression,classification. You improved by +20 marks (+20.0%) over 2 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 21). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S065,Aaryahi Shukla,"📘 Feedback Report for Aaryahi Shukla (S065):

In *C101 - Python Basics*, you have consistently performed well (latest score 87). Great job! You improved by +5 marks (+5.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 27). We recommend practicing more on topics: numpy,pandas. You improved by +2 marks (+2.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 93). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 73), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 58), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts."
S066,Prisha Choudhary,"📘 Feedback Report for Prisha Choudhary (S066):

In *C101 - Python Basics*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +6 marks (+6.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 87). Great job! You improved by +19 marks (+19.0%) over 2 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 89). Great job! You improved by +0 marks (+0.0%) over 1 attempts."
S067,Jayan Kamdar,"📘 Feedback Report for Jayan Kamdar (S067):

In *C101 - Python Basics*, you are doing reasonably well (latest score 73), but there is room to improve. You improved by +19 marks (+19.0%) over 3 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 65), but there is room to improve. You improved by -9 marks (-9.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 76), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 31). We recommend practicing more on topics: sql,normalization. You improved by +18 marks (+18.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 20). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 2 attempts."
S068,Dhruv Mand,"📘 Feedback Report for Dhruv Mand (S068):

In *C101 - Python Basics*, your performance needs attention (latest score 24). We recommend practicing more on topics: syntax,loops. You improved by -6 marks (-6.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 71), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 85). Great job! You improved by +1 marks (+1.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts."
S069,Indranil Rege,"📘 Feedback Report for Indranil Rege (S069):

In *C101 - Python Basics*, you have consistently performed well (latest score 92). Great job! You improved by -8 marks (-8.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 34). We recommend practicing more on topics: numpy,pandas. You improved by +4 marks (+4.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 95). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 31). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 44). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S070,Sahil Vyas,"📘 Feedback Report for Sahil Vyas (S070):

In *C101 - Python Basics*, you have consistently performed well (latest score 100). Great job! You improved by +9 marks (+9.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by -2 marks (-2.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 38). We recommend practicing more on topics: regression,classification. You improved by +18 marks (+18.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 23). We recommend practicing more on topics: tcp,ip,routing. You improved by -14 marks (-14.0%) over 3 attempts."
S071,Samarth Lal,"📘 Feedback Report for Samarth Lal (S071):

In *C101 - Python Basics*, you are doing reasonably well (latest score 75), but there is room to improve. You improved by -5 marks (-5.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 39). We recommend practicing more on topics: numpy,pandas. You improved by -7 marks (-7.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by +1 marks (+1.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 47). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +10 marks (+10.0%) over 2 attempts."
S072,Pranay Sethi,"📘 Feedback Report for Pranay Sethi (S072):

In *C101 - Python Basics*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by +1 marks (+1.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 23). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 43). We recommend practicing more on topics: regression,classification. You improved by +2 marks (+2.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 59), but there is room to improve. You improved by -17 marks (-17.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 45). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 3 attempts."
S073,Kabir Boase,"📘 Feedback Report for Kabir Boase (S073):

In *C101 - Python Basics*, your performance needs attention (latest score 23). We recommend practicing more on topics: syntax,loops. You improved by -15 marks (-15.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 41). We recommend practicing more on topics: numpy,pandas. You improved by +5 marks (+5.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 53), but there is room to improve. You improved by +7 marks (+7.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by -11 marks (-11.0%) over 3 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 80). Great job! You improved by -16 marks (-16.0%) over 2 attempts."
S074,Mohanlal Mane,"📘 Feedback Report for Mohanlal Mane (S074):

In *C101 - Python Basics*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 35). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 71), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 29). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S075,Priyansh Wason,"📘 Feedback Report for Priyansh Wason (S075):

In *C101 - Python Basics*, your performance needs attention (latest score 48). We recommend practicing more on topics: syntax,loops. You improved by -20 marks (-20.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 35). We recommend practicing more on topics: numpy,pandas. You improved by -11 marks (-11.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 37). We recommend practicing more on topics: regression,classification. You improved by -5 marks (-5.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 75), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 84). Great job! You improved by +16 marks (+16.0%) over 2 attempts."
S076,Arhaan Dixit,"📘 Feedback Report for Arhaan Dixit (S076):

In *C101 - Python Basics*, you have consistently performed well (latest score 100). Great job! You improved by +5 marks (+5.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +16 marks (+16.0%) over 2 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by -19 marks (-19.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 100). Great job! You improved by +10 marks (+10.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 35). We recommend practicing more on topics: tcp,ip,routing. You improved by +9 marks (+9.0%) over 3 attempts."
S077,Fateh Rama,"📘 Feedback Report for Fateh Rama (S077):

In *C101 - Python Basics*, you have consistently performed well (latest score 100). Great job! You improved by +0 marks (+0.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 48). We recommend practicing more on topics: numpy,pandas. You improved by -7 marks (-7.0%) over 2 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 69), but there is room to improve. You improved by -8 marks (-8.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +4 marks (+4.0%) over 3 attempts."
S078,Aniruddh Kadakia,"📘 Feedback Report for Aniruddh Kadakia (S078):

In *C101 - Python Basics*, you have consistently performed well (latest score 87). Great job! You improved by -5 marks (-5.0%) over 3 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 97). Great job! You improved by +15 marks (+15.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by -18 marks (-18.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 32). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 33). We recommend practicing more on topics: tcp,ip,routing. You improved by +6 marks (+6.0%) over 3 attempts."
