student_id,email,name,course_name,best_score,average_score,attempts,feedback,topic_tags,performance,recommended_action
S045,anya.bassi@example.com,Anya Bassi,Python Basics,59,59.0,1,"📘 Feedback Report for Anya Bassi (S045):

In *C101 - Python Basics*, you are doing reasonably well (latest score 59), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 34). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 29). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 40). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","syntax,loops",Poor,Remedial: Python Basics Refresher
S046,charvi.singh@example.com,Charvi Singh,Computer Networks,44,42.5,2,"📘 Feedback Report for Charvi Singh (S046):

In *C101 - Python Basics*, your performance needs attention (latest score 36). We recommend practicing more on topics: syntax,loops. You improved by +4 marks (+4.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 66), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 32). We recommend practicing more on topics: regression,classification. You improved by -6 marks (-6.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 41). We recommend practicing more on topics: tcp,ip,routing. You improved by -3 marks (-3.0%) over 2 attempts.","tcp,ip,routing",Poor,Remedial: Computer Networks Refresher
S046,charvi.singh@example.com,Charvi Singh,Data Science,66,66.0,1,"📘 Feedback Report for Charvi Singh (S046):

In *C101 - Python Basics*, your performance needs attention (latest score 36). We recommend practicing more on topics: syntax,loops. You improved by +4 marks (+4.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 66), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 32). We recommend practicing more on topics: regression,classification. You improved by -6 marks (-6.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 41). We recommend practicing more on topics: tcp,ip,routing. You improved by -3 marks (-3.0%) over 2 attempts.","numpy,pandas",Medium,Advanced: Data Science Plus
S046,charvi.singh@example.com,Charvi Singh,Database Systems,52,52.0,1,"📘 Feedback Report for Charvi Singh (S046):

In *C101 - Python Basics*, your performance needs attention (latest score 36). We recommend practicing more on topics: syntax,loops. You improved by +4 marks (+4.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 66), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 32). We recommend practicing more on topics: regression,classification. You improved by -6 marks (-6.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 41). We recommend practicing more on topics: tcp,ip,routing. You improved by -3 marks (-3.0%) over 2 attempts.","sql,normalization",Poor,Remedial: Database Systems Refresher
S046,charvi.singh@example.com,Charvi Singh,Machine Learning,38,34.333333333333336,3,"📘 Feedback Report for Charvi Singh (S046):

In *C101 - Python Basics*, your performance needs attention (latest score 36). We recommend practicing more on topics: syntax,loops. You improved by +4 marks (+4.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 66), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 32). We recommend practicing more on topics: regression,classification. You improved by -6 marks (-6.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 41). We recommend practicing more on topics: tcp,ip,routing. You improved by -3 marks (-3.0%) over 2 attempts.","regression,classification",Poor,Remedial: Machine Learning Refresher
S046,charvi.singh@example.com,Charvi Singh,Python Basics,36,34.0,2,"📘 Feedback Report for Charvi Singh (S046):

In *C101 - Python Basics*, your performance needs attention (latest score 36). We recommend practicing more on topics: syntax,loops. You improved by +4 marks (+4.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 66), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 32). We recommend practicing more on topics: regression,classification. You improved by -6 marks (-6.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 41). We recommend practicing more on topics: tcp,ip,routing. You improved by -3 marks (-3.0%) over 2 attempts.","syntax,loops",Poor,Remedial: Python Basics Refresher
S047,adah.sha@example.com,Adah Sha,Computer Networks,58,55.0,2,"📘 Feedback Report for Adah Sha (S047):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 53), but there is room to improve. You improved by +27 marks (+27.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 100). Great job! You improved by +1 marks (+1.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 27). We recommend practicing more on topics: sql,normalization. You improved by -16 marks (-16.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -6 marks (-6.0%) over 2 attempts.","tcp,ip,routing",Poor,Remedial: Computer Networks Refresher
S047,adah.sha@example.com,Adah Sha,Data Science,53,39.0,3,"📘 Feedback Report for Adah Sha (S047):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 53), but there is room to improve. You improved by +27 marks (+27.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 100). Great job! You improved by +1 marks (+1.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 27). We recommend practicing more on topics: sql,normalization. You improved by -16 marks (-16.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -6 marks (-6.0%) over 2 attempts.","numpy,pandas",Poor,Remedial: Data Science Refresher
S047,adah.sha@example.com,Adah Sha,Database Systems,43,35.0,2,"📘 Feedback Report for Adah Sha (S047):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 53), but there is room to improve. You improved by +27 marks (+27.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 100). Great job! You improved by +1 marks (+1.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 27). We recommend practicing more on topics: sql,normalization. You improved by -16 marks (-16.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -6 marks (-6.0%) over 2 attempts.","sql,normalization",Poor,Remedial: Database Systems Refresher
S047,adah.sha@example.com,Adah Sha,Machine Learning,100,97.0,3,"📘 Feedback Report for Adah Sha (S047):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 53), but there is room to improve. You improved by +27 marks (+27.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 100). Great job! You improved by +1 marks (+1.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 27). We recommend practicing more on topics: sql,normalization. You improved by -16 marks (-16.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -6 marks (-6.0%) over 2 attempts.","regression,classification",High,Mentorship Program (Become a Mentor)
S047,adah.sha@example.com,Adah Sha,Python Basics,55,53.5,2,"📘 Feedback Report for Adah Sha (S047):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 53), but there is room to improve. You improved by +27 marks (+27.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 100). Great job! You improved by +1 marks (+1.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 27). We recommend practicing more on topics: sql,normalization. You improved by -16 marks (-16.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -6 marks (-6.0%) over 2 attempts.","syntax,loops",Poor,Remedial: Python Basics Refresher
S048,nakul.de@example.com,Nakul De,Computer Networks,54,41.66666666666666,3,"📘 Feedback Report for Nakul De (S048):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +12 marks (+12.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 46). We recommend practicing more on topics: regression,classification. You improved by +4 marks (+4.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +16 marks (+16.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 40). We recommend practicing more on topics: tcp,ip,routing. You improved by +9 marks (+9.0%) over 3 attempts.","tcp,ip,routing",Poor,Remedial: Computer Networks Refresher
S048,nakul.de@example.com,Nakul De,Data Science,70,53.333333333333336,3,"📘 Feedback Report for Nakul De (S048):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +12 marks (+12.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 46). We recommend practicing more on topics: regression,classification. You improved by +4 marks (+4.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +16 marks (+16.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 40). We recommend practicing more on topics: tcp,ip,routing. You improved by +9 marks (+9.0%) over 3 attempts.","numpy,pandas",Medium,Advanced: Data Science Plus
S048,nakul.de@example.com,Nakul De,Database Systems,78,64.33333333333333,3,"📘 Feedback Report for Nakul De (S048):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +12 marks (+12.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 46). We recommend practicing more on topics: regression,classification. You improved by +4 marks (+4.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +16 marks (+16.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 40). We recommend practicing more on topics: tcp,ip,routing. You improved by +9 marks (+9.0%) over 3 attempts.","sql,normalization",Medium,Advanced: Database Systems Plus
S048,nakul.de@example.com,Nakul De,Machine Learning,46,44.0,3,"📘 Feedback Report for Nakul De (S048):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +12 marks (+12.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 46). We recommend practicing more on topics: regression,classification. You improved by +4 marks (+4.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +16 marks (+16.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 40). We recommend practicing more on topics: tcp,ip,routing. You improved by +9 marks (+9.0%) over 3 attempts.","regression,classification",Poor,Remedial: Machine Learning Refresher
S048,nakul.de@example.com,Nakul De,Python Basics,62,62.0,1,"📘 Feedback Report for Nakul De (S048):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +12 marks (+12.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 46). We recommend practicing more on topics: regression,classification. You improved by +4 marks (+4.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +16 marks (+16.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 40). We recommend practicing more on topics: tcp,ip,routing. You improved by +9 marks (+9.0%) over 3 attempts.","syntax,loops",Medium,Advanced: Python Basics Plus
S049,navya.sarkar@example.com,Navya Sarkar,Computer Networks,87,78.5,2,"📘 Feedback Report for Navya Sarkar (S049):

In *C101 - Python Basics*, you are doing reasonably well (latest score 60), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 42). We recommend practicing more on topics: numpy,pandas. You improved by -20 marks (-20.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 41). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 76), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by -17 marks (-17.0%) over 2 attempts.","tcp,ip,routing",High,Mentorship Program (Become a Mentor)
S049,navya.sarkar@example.com,Navya Sarkar,Data Science,62,52.0,2,"📘 Feedback Report for Navya Sarkar (S049):

In *C101 - Python Basics*, you are doing reasonably well (latest score 60), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 42). We recommend practicing more on topics: numpy,pandas. You improved by -20 marks (-20.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 41). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 76), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by -17 marks (-17.0%) over 2 attempts.","numpy,pandas",Medium,Advanced: Data Science Plus
S049,navya.sarkar@example.com,Navya Sarkar,Database Systems,76,76.0,1,"📘 Feedback Report for Navya Sarkar (S049):

In *C101 - Python Basics*, you are doing reasonably well (latest score 60), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 42). We recommend practicing more on topics: numpy,pandas. You improved by -20 marks (-20.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 41). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 76), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by -17 marks (-17.0%) over 2 attempts.","sql,normalization",Medium,Advanced: Database Systems Plus
S049,navya.sarkar@example.com,Navya Sarkar,Machine Learning,41,41.0,1,"📘 Feedback Report for Navya Sarkar (S049):

In *C101 - Python Basics*, you are doing reasonably well (latest score 60), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 42). We recommend practicing more on topics: numpy,pandas. You improved by -20 marks (-20.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 41). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 76), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by -17 marks (-17.0%) over 2 attempts.","regression,classification",Poor,Remedial: Machine Learning Refresher
S049,navya.sarkar@example.com,Navya Sarkar,Python Basics,60,60.0,1,"📘 Feedback Report for Navya Sarkar (S049):

In *C101 - Python Basics*, you are doing reasonably well (latest score 60), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 42). We recommend practicing more on topics: numpy,pandas. You improved by -20 marks (-20.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 41). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 76), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by -17 marks (-17.0%) over 2 attempts.","syntax,loops",Medium,Advanced: Python Basics Plus
S050,hazel.chaudhary@example.com,Hazel Chaudhary,Computer Networks,56,52.0,2,"📘 Feedback Report for Hazel Chaudhary (S050):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +5 marks (+5.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 33). We recommend practicing more on topics: numpy,pandas. You improved by +6 marks (+6.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 21). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +6 marks (+6.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +8 marks (+8.0%) over 2 attempts.","tcp,ip,routing",Poor,Remedial: Computer Networks Refresher
S050,hazel.chaudhary@example.com,Hazel Chaudhary,Data Science,33,30.0,2,"📘 Feedback Report for Hazel Chaudhary (S050):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +5 marks (+5.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 33). We recommend practicing more on topics: numpy,pandas. You improved by +6 marks (+6.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 21). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +6 marks (+6.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +8 marks (+8.0%) over 2 attempts.","numpy,pandas",Poor,Remedial: Data Science Refresher
S050,hazel.chaudhary@example.com,Hazel Chaudhary,Database Systems,62,59.0,2,"📘 Feedback Report for Hazel Chaudhary (S050):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +5 marks (+5.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 33). We recommend practicing more on topics: numpy,pandas. You improved by +6 marks (+6.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 21). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +6 marks (+6.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +8 marks (+8.0%) over 2 attempts.","sql,normalization",Medium,Advanced: Database Systems Plus
S050,hazel.chaudhary@example.com,Hazel Chaudhary,Machine Learning,21,21.0,1,"📘 Feedback Report for Hazel Chaudhary (S050):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +5 marks (+5.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 33). We recommend practicing more on topics: numpy,pandas. You improved by +6 marks (+6.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 21). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +6 marks (+6.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +8 marks (+8.0%) over 2 attempts.","regression,classification",Poor,Remedial: Machine Learning Refresher
S050,hazel.chaudhary@example.com,Hazel Chaudhary,Python Basics,39,36.5,2,"📘 Feedback Report for Hazel Chaudhary (S050):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +5 marks (+5.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 33). We recommend practicing more on topics: numpy,pandas. You improved by +6 marks (+6.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 21). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +6 marks (+6.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +8 marks (+8.0%) over 2 attempts.","syntax,loops",Poor,Remedial: Python Basics Refresher
S051,advik.balay@example.com,Advik Balay,Computer Networks,84,84.0,1,"📘 Feedback Report for Advik Balay (S051):

In *C101 - Python Basics*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 81). Great job! You improved by -9 marks (-9.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 29). We recommend practicing more on topics: regression,classification. You improved by -3 marks (-3.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.","tcp,ip,routing",High,Mentorship Program (Become a Mentor)
S051,advik.balay@example.com,Advik Balay,Data Science,90,85.5,2,"📘 Feedback Report for Advik Balay (S051):

In *C101 - Python Basics*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 81). Great job! You improved by -9 marks (-9.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 29). We recommend practicing more on topics: regression,classification. You improved by -3 marks (-3.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.","numpy,pandas",High,Mentorship Program (Become a Mentor)
S051,advik.balay@example.com,Advik Balay,Database Systems,57,57.0,1,"📘 Feedback Report for Advik Balay (S051):

In *C101 - Python Basics*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 81). Great job! You improved by -9 marks (-9.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 29). We recommend practicing more on topics: regression,classification. You improved by -3 marks (-3.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.","sql,normalization",Poor,Remedial: Database Systems Refresher
S051,advik.balay@example.com,Advik Balay,Machine Learning,32,30.5,2,"📘 Feedback Report for Advik Balay (S051):

In *C101 - Python Basics*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 81). Great job! You improved by -9 marks (-9.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 29). We recommend practicing more on topics: regression,classification. You improved by -3 marks (-3.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.","regression,classification",Poor,Remedial: Machine Learning Refresher
S051,advik.balay@example.com,Advik Balay,Python Basics,56,56.0,1,"📘 Feedback Report for Advik Balay (S051):

In *C101 - Python Basics*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 81). Great job! You improved by -9 marks (-9.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 29). We recommend practicing more on topics: regression,classification. You improved by -3 marks (-3.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.","syntax,loops",Poor,Remedial: Python Basics Refresher
S052,trisha.sen@example.com,Trisha Sen,Computer Networks,77,77.0,1,"📘 Feedback Report for Trisha Sen (S052):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 33). We recommend practicing more on topics: numpy,pandas. You improved by +1 marks (+1.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 46). We recommend practicing more on topics: regression,classification. You improved by -13 marks (-13.0%) over 2 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 82). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 77), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","tcp,ip,routing",Medium,Advanced: Computer Networks Plus
S052,trisha.sen@example.com,Trisha Sen,Data Science,33,32.5,2,"📘 Feedback Report for Trisha Sen (S052):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 33). We recommend practicing more on topics: numpy,pandas. You improved by +1 marks (+1.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 46). We recommend practicing more on topics: regression,classification. You improved by -13 marks (-13.0%) over 2 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 82). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 77), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","numpy,pandas",Poor,Remedial: Data Science Refresher
